标题,昵称,地区,评论内容
戴小米AI眼镜生活一天是什么体验？,GY滤波组,未知,为什么好几期都有宝宝 但是完全没有妈妈画面😂
戴小米AI眼镜生活一天是什么体验？,麦麦墨墨,未知,对开会记笔记有帮助吗 能实时语音转文字到眼镜
戴小米AI眼镜生活一天是什么体验？,h邪神奈亚,未知,能拆掉摄像头减重减价就好了，纯显示功能版
戴小米AI眼镜生活一天是什么体验？,闪的胡萝卜,未知,这种眼镜本来就不能和手机画质比吧，主要是方便隐秘
戴小米AI眼镜生活一天是什么体验？,赵鑫宇yu,未知,小米总算出眼镜了，概念还是很酷的
戴小米AI眼镜生活一天是什么体验？,Hanieee8,未知,无线智能眼镜是趋势，慢慢来吧
戴小米AI眼镜生活一天是什么体验？,寞丿涯,未知,重量多少 轻的话当个极客玩具也行
戴小米AI眼镜生活一天是什么体验？,海绵宝宝若子哥,未知,视频里有没有演示拍出来的实际画面啊？好奇效果有多差
戴小米AI眼镜生活一天是什么体验？,w狸猫换太子w,未知,等个深度测评看看
戴小米AI眼镜生活一天是什么体验？,流枫痕希,未知,是不是需要把头使劲往左歪才能拍正
戴小米AI眼镜生活一天是什么体验？,溢出来的爱意,未知,博主挺实在，把拍摄缺点直接点出来了
戴小米AI眼镜生活一天是什么体验？,党别吻我pp,未知,这种新形态产品迭代应该很快，再等等
戴小米AI眼镜生活一天是什么体验？,盖伦的奇幻旅程,未知,什么时候可以自定义度数就好了
戴小米AI眼镜生活一天是什么体验？,SHRO白,未知,主要看价格，要是很便宜还能接受这些缺点
戴小米AI眼镜生活一天是什么体验？,_王令花,未知,学习一下
戴小米AI眼镜生活一天是什么体验？,绗婵,未知,概念还是很吸引人的
戴小米AI眼镜生活一天是什么体验？,萌萌哒小琴琴,未知,好奇官方宣传片是怎么拍得那么正的 肯定用了稳定器吧
戴小米AI眼镜生活一天是什么体验？,咳咳后悔,未知,对我这种手机重度依赖者，减少掏手机次数可能有吸引力
戴小米AI眼镜生活一天是什么体验？,萌萌的晓源,未知,就冲博主明确否定拍摄效果这点，关注了
戴小米AI眼镜生活一天是什么体验？,李低脂高钙牛奶,未知,第一代产品，可以理解有缺点，等第二代吧
戴小米AI眼镜生活一天是什么体验？,宋珩幽,未知,大家讨论好热烈
戴小米AI眼镜生活一天是什么体验？,琉か掩,未知,抛开拍摄，它当通知提醒工具稳定可靠吗 延迟高不高
戴小米AI眼镜生活一天是什么体验？,哼着给你的堵,未知,偏左到什么程度 博主能形容一下吗 像整个画面移了1/3
戴小米AI眼镜生活一天是什么体验？,澄澄鸭-,未知,省钱了省钱了，感谢博主
戴小米AI眼镜生活一天是什么体验？,大头头酱,未知,感觉小米自己都没想清楚这款眼镜的核心卖点是什么
戴小米AI眼镜生活一天是什么体验？,祀瑶--,未知,有配套App吗？功能多不多？
戴小米AI眼镜生活一天是什么体验？,wangbozn,未知,感觉至少要更新三代才能入
戴小米AI眼镜生活一天是什么体验？,二刺猿蛹弟,未知,对眼镜形态的智能设备一直挺感兴趣
戴小米AI眼镜生活一天是什么体验？,初念丶2023,未知,[doge]
戴小米AI眼镜生活一天是什么体验？,牛好多好多话,未知,等用户多了看看真实体验再说
戴小米AI眼镜生活一天是什么体验？,我叫宇北比,未知,偏左的问题戴头上拍和拿手上拍（如果能）效果一样吗
戴小米AI眼镜生活一天是什么体验？,长弓小玉,未知,围观一下新玩具
戴小米AI眼镜生活一天是什么体验？,李低脂高钙牛奶,未知,感谢博主提前避坑！
戴小米AI眼镜生活一天是什么体验？,冬瓜Like,未知,围观大佬们讨论
戴小米AI眼镜生活一天是什么体验？,我与月色归,未知,博主语气很直接啊，不过这样挺好
戴小米AI眼镜生活一天是什么体验？,小菠vv,未知,第一代果然还是技术不成熟，期待进步
戴小米AI眼镜生活一天是什么体验？,琶氐此纤,未知,关注一波，等上市看真实用户反馈
戴小米AI眼镜生活一天是什么体验？,千终无悔,未知,先让大佬们冲，我看反馈
戴小米AI眼镜生活一天是什么体验？,鱼安静大魔王,未知,看视频前还想买，看完直接冷静
戴小米AI眼镜生活一天是什么体验？,怕鬼真幼稚,未知,有没有可能用户习惯这个视角偏左？
戴小米AI眼镜生活一天是什么体验？,隔壁捞公,未知,围观新产品
戴小米AI眼镜生活一天是什么体验？,NACL菲,未知,打电话体验如何？麦克风收音清晰吗？
戴小米AI眼镜生活一天是什么体验？,涂满眼睛的小星星,未知,是不是可以解放双手看消息？这才是痛点吧！
戴小米AI眼镜生活一天是什么体验？,颖宝ゞ,未知,厨房做菜时看菜谱是不是挺合适 前提是通知不被打断
戴小米AI眼镜生活一天是什么体验？,司空萧涵,未知,对拍摄没需求的话或许还行？
戴小米AI眼镜生活一天是什么体验？,十玖世纪,未知,[doge_金箍]
戴小米AI眼镜生活一天是什么体验？,流影醉年举,未知,外观设计看起来还行，简约
戴小米AI眼镜生活一天是什么体验？,狐帝皇620,未知,等等看
戴小米AI眼镜生活一天是什么体验？,鱼安静大魔王,未知,价格合适的话可以当个玩具玩玩
戴小米AI眼镜生活一天是什么体验？,南瓜翠曼,未知,续航怎么样？戴着看电影撑得住几个小时？
戴小米AI眼镜生活一天是什么体验？,要露娜抱,未知,滑雪之类的运动感觉更不能用，防抖估计直接歇菜
戴小米AI眼镜生活一天是什么体验？,椰心一意,未知,总觉得这种产品的痛点还没解决
戴小米AI眼镜生活一天是什么体验？,简单而澄澈,未知,高科技啊
戴小米AI眼镜生活一天是什么体验？,让我看看谁在咕,未知,有没有人来详细说说它到底能干什么？
戴小米AI眼镜生活一天是什么体验？,党别吻我pp,未知,第一次见
戴小米AI眼镜生活一天是什么体验？,旧年不念,未知,等等看
戴小米AI眼镜生活一天是什么体验？,qi支思迪,未知,有AR应用吗 还是纯信息流
戴小米AI眼镜生活一天是什么体验？,寻倌啊,未知,前排
戴小米AI眼镜生活一天是什么体验？,晓航求回复无限学习版,未知,UP搞个雷鸟 对比一下
戴小米AI眼镜生活一天是什么体验？,时光と星子,未知,[吃瓜]
戴小米AI眼镜生活一天是什么体验？,娜美和罗宾,未知,不知道戴着它看信息提示是种什么感觉
戴小米AI眼镜生活一天是什么体验？,呈煦员道哥,未知,？价格呢
戴小米AI眼镜生活一天是什么体验？,镀沮千フ金,未知,为了形态牺牲核心功能体验，感觉有点本末倒置
戴小米AI眼镜生活一天是什么体验？,小羊月月牙,未知,不懂就问
戴小米AI眼镜生活一天是什么体验？,糖拌芝麻糊,未知,等等党胜利，这代可以跳过了
戴小米AI眼镜生活一天是什么体验？,戴维斯ll,未知,等等党来了
戴小米AI眼镜生活一天是什么体验？,駱駝貓,未知,如果只拿来拍点固定视角小片段呢？
戴小米AI眼镜生活一天是什么体验？,26171954207_bili,未知,感觉当前就是个数码玩具，功能性还没搞好。
戴小米AI眼镜生活一天是什么体验？,南窑子贫,未知,评论挺多啊
戴小米AI眼镜生活一天是什么体验？,无所谓369159,未知,这么看，主要功能还是信息提醒吧？拍摄就是个添头？
戴小米AI眼镜生活一天是什么体验？,quwgvdshha,未知,当翻译眼镜用靠谱不？
戴小米AI眼镜生活一天是什么体验？,月落暝亓,未知,电话/微信来了，提示及时吗 会漏吗
戴小米AI眼镜生活一天是什么体验？,依旧空梦,未知,看看热闹
戴小米AI眼镜生活一天是什么体验？,铜镜映无邪kk,未知,价格！价格！价格最重要！卖499可以试试
戴小米AI眼镜生活一天是什么体验？,无救小可爱,未知,观望
戴小米AI眼镜生活一天是什么体验？,曲曙光7c,未知,懂的人说说
戴小米AI眼镜生活一天是什么体验？,大白馒头菌,未知,这配置，卖多少钱合适 500不能再多了吧
戴小米AI眼镜生活一天是什么体验？,原神代肝-Liok,未知,打卡
戴小米AI眼镜生活一天是什么体验？,暴君苏离,未知,感觉是把做手机的思路硬套在眼镜上了
戴小米AI眼镜生活一天是什么体验？,RegByro,未知,什么情况？
戴小米AI眼镜生活一天是什么体验？,英成Eisei,未知,cos柯南
戴小米AI眼镜生活一天是什么体验？,小年纪女士,未知,新品吗
戴小米AI眼镜生活一天是什么体验？,Devi1彬,未知,低头 偏左 再流点哈喇子 米粉有福了[doge]
戴小米AI眼镜生活一天是什么体验？,RamsdenChloy,未知,官方对这几个问题有解释吗？
戴小米AI眼镜生活一天是什么体验？,染沫丶,未知,眼镜
戴小米AI眼镜生活一天是什么体验？,守护呆呆兔,未知,吃个瓜
戴小米AI眼镜生活一天是什么体验？,疲倦的秋葵,未知,来了
戴小米AI眼镜生活一天是什么体验？,小香菇ww,未知,价格多少？
戴小米AI眼镜生活一天是什么体验？,FASTasFakboii,未知,滑雪之类的运动感觉更不能用，防抖估计直接歇菜
戴小米AI眼镜生活一天是什么体验？,在下永劫研究生,未知,这个有链接吗 多少钱
戴小米AI眼镜生活一天是什么体验？,厌人遭,未知,小米出眼镜了啊？
戴小米AI眼镜生活一天是什么体验？,丿太2真人,未知,价格大概是多少？超过1000我就不考虑了
戴小米AI眼镜生活一天是什么体验？,森林狼晓,未知,蹲一个长测
戴小米AI眼镜生活一天是什么体验？,烟雨还没睡着,未知,能连着看通知多久不操作 会自动息屏吗
戴小米AI眼镜生活一天是什么体验？,大熊不是熊呀,未知,哦？眼镜？
戴小米AI眼镜生活一天是什么体验？,RKAndy,未知,小米的啊
戴小米AI眼镜生活一天是什么体验？,爱吃的老八一,未知,价格呢？
戴小米AI眼镜生活一天是什么体验？,跟着党走美滋滋,未知,等双十一跳水再考虑
戴小米AI眼镜生活一天是什么体验？,鱼君子非攻兼爱,未知,看看评论
戴小米AI眼镜生活一天是什么体验？,AixLeft_r,未知,+1
戴小米AI眼镜生活一天是什么体验？,fault挖掘机,未知,这样啊
戴小米AI眼镜生活一天是什么体验？,夜袭女儿国u4y,未知,啥情况
戴小米AI眼镜生活一天是什么体验？,戏迷人生水长有,未知,懂了
戴小米AI眼镜生活一天是什么体验？,天使诺诺沐歆扬,未知,价格决定一切，千元内勉强当个玩具
戴小米AI眼镜生活一天是什么体验？,没你会不行吗,未知,能抢到不？
戴小米AI眼镜生活一天是什么体验？,基仲夏,未知,相比其他品牌出的眼镜相机，这算好的还是差的
戴小米AI眼镜生活一天是什么体验？,方小迪爱吃肉,未知,占个座
戴小米AI眼镜生活一天是什么体验？,梧wanw,未知,看看
戴小米AI眼镜生活一天是什么体验？,我永远爱惠理子,未知,大家聊
戴小米AI眼镜生活一天是什么体验？,大乔1985孟89,未知,这视频讲啥的？
戴小米AI眼镜生活一天是什么体验？,不二不叫马老师,未知,哦
戴小米AI眼镜生活一天是什么体验？,水风鸿,未知,连接的是小米手机才行吗？其他安卓或者iPhone能用不？
戴小米AI眼镜生活一天是什么体验？,訾東山奈央,未知,路过
戴小米AI眼镜生活一天是什么体验？,方小迪爱吃肉,未知,所有用户拍出来都是偏左的吗 有没有人说不偏
戴小米AI眼镜生活一天是什么体验？,晓融通,未知,吃瓜
戴小米AI眼镜生活一天是什么体验？,失去尾巴的查,未知,无线充电的吗？
戴小米AI眼镜生活一天是什么体验？,海角的西南,未知,是不是对小米期望太高了 毕竟初代
戴小米AI眼镜生活一天是什么体验？,霖yeats,未知,除非卖白菜价，否则真不值
戴小米AI眼镜生活一天是什么体验？,青山依云,未知,不像2025的产品
戴小米AI眼镜生活一天是什么体验？,爱你的金老师,未知,小米偷拍眼镜
戴小米AI眼镜生活一天是什么体验？,bfcat,未知,为什么要大黑框？，能弄个半框的吗？我不能理解，丑拒，不管它有多好，太丑了就不用。
戴小米AI眼镜生活一天是什么体验？,小棋子举着小旗子,未知,"晃动这个我知道，这个眼镜是先拍摄，导入手机APP再进行防抖算法。也就是说先拍摄完了，到眼镜里面等他算好之后再看视频就不晃了，但是这个有个很傻的点是他在没有算完之前是可以导入手机的，让人分不清哪个是做好防抖之后还是做好防抖之前的，建议有这个眼镜的，拍了导入手机APP先不忙导入手机，等晚上或者过段时间算完了再进行导入。这样就不会晃了
给个赞让更多人看到[呲牙]"
戴小米AI眼镜生活一天是什么体验？,直男必吃榜_红红日记,未知,这画面能用来干嘛？又糊，又抖，视角歪，还有畸变。。。像是十年前那种奇思妙想出来的半成品（其实还不如小时候300块买的儿童手表）
戴小米AI眼镜生活一天是什么体验？,farntuxk,未知,要拿来拍素材肯定不行的，但是抢拍，及拍，录制证据什么的很好用。
戴小米AI眼镜生活一天是什么体验？,奶糕小绮,未知,博主觉得是硬件设计问题没法改，还是后续固件可能优化
戴小米AI眼镜生活一天是什么体验？,麦麦墨墨,未知,同意博主的观点，画幅小+没防抖确实很影响使用场景
戴小米AI眼镜生活一天是什么体验？,vnqzrz95603,未知,博主的评测重点在拍摄，想看续航和佩戴体验的测评
戴小米AI眼镜生活一天是什么体验？,拒绝喝露水,未知,拍猫肯定追不上，拍静物估计也会被画幅和抖动拖累
戴小米AI眼镜生活一天是什么体验？,甜宠Timo,未知,视频节奏不错，缺点直接说在前面很有效率
戴小米AI眼镜生活一天是什么体验？,Hushccccc,未知,画幅小...是和手机广角对比吗？
戴小米AI眼镜生活一天是什么体验？,示范区打工日常,未知,人夫，更喜欢了
戴小米AI眼镜生活一天是什么体验？,时间京味儿SJ,未知,镜头放左边应该是为了不遮挡视线，但代价太大了
戴小米AI眼镜生活一天是什么体验？,傻娃db,未知,博主测试的防抖程度大概是什么水平？完全没法用吗？
戴小米AI眼镜生活一天是什么体验？,慎草莓蛋黄将军,未知,画幅小+偏左，感觉拍Vlog记录生活基本废了
戴小米AI眼镜生活一天是什么体验？,葛katsukaki,未知,这三个缺点感觉都很致命，感觉像工程样品没调试好
戴小米AI眼镜生活一天是什么体验？,红想黑,未知,左边镜头...目前技术限制可能只能放那？
戴小米AI眼镜生活一天是什么体验？,千万不要回头哟,未知,如果当个可穿戴的信息终端，拍摄差点能接受，价格是关键
戴小米AI眼镜生活一天是什么体验？,zfunky,未知,确实没啥用 拍出来的走路画面根本没法看
戴小米AI眼镜生活一天是什么体验？,王玥灵鸭,未知,防抖差到什么程度？拍走路画面不能看？
戴小米AI眼镜生活一天是什么体验？,炭酸ソーダ,未知,防抖太差
戴小米AI眼镜生活一天是什么体验？,魏武帝曹操,未知,视频讲得清晰，缺点一目了然
戴小米AI眼镜生活一天是什么体验？,起名无能piZ,未知,防抖差+画面偏左，感觉实用性大打折扣啊
戴小米AI眼镜生活一天是什么体验？,敲敲桥,未知,就喜欢这种上来就说缺点的评测
戴小米AI眼镜生活一天是什么体验？,丿繁丨华丶,未知,左边镜头...强迫症看了可能会抓狂吧？拍的视频都得后期调？
戴小米AI眼镜生活一天是什么体验？,愿玫瑰开成花灾,未知,防抖差+偏左，走路拍视频岂不是又歪又晃 没法看了吧
戴小米AI眼镜生活一天是什么体验？,热心村民小乐,未知,从博主描述来看，这眼镜的拍摄功能基本等于没有
戴小米AI眼镜生活一天是什么体验？,戎留留,未知,看博主描述，这拍摄效果好像不太行啊...毕竟才第一代？
戴小米AI眼镜生活一天是什么体验？,宁直中取,未知,感觉博主对这产品不太感冒的样子哈哈
戴小米AI眼镜生活一天是什么体验？,最帅的id没有之扯,未知,难怪博主说是‘否定’，这几个缺点看起来都挺硬伤的
戴小米AI眼镜生活一天是什么体验？,我的男神全是中二病慷,未知,产品经理咋想的 镜头位置和防抖做成这样也敢主推拍摄
戴小米AI眼镜生活一天是什么体验？,-公-瑾,未知,防抖不行？那走路或者稍微动一下画面不就狂抖？户外就没法用了？
戴小米AI眼镜生活一天是什么体验？,MindFraken,未知,镜头在最左边？那拍出来的画面肯定歪的啊，这设计有点迷啊
戴小米AI眼镜生活一天是什么体验？,Jacques丶,未知,要是有实拍片段对比就好了，光听描述还是差层意思
戴小米AI眼镜生活一天是什么体验？,小小番茄快跑,未知,画面偏左很严重吗？所有视频都得手动修正？
戴小米AI眼镜生活一天是什么体验？,阿飞在b战,未知,这拍摄水平，感觉799都贵了
戴小米AI眼镜生活一天是什么体验？,辛君雨颜NarrateRain,未知,用户评论清一色都会吐槽拍摄效果吧
戴小米AI眼镜生活一天是什么体验？,哦好额嗯,未知,买这个就不是冲着专业拍摄去的
戴小米AI眼镜生活一天是什么体验？,灯下黑An,未知,看完视频感觉拔草了，谢谢博主避坑
戴小米AI眼镜生活一天是什么体验？,不避不退不慈,未知,超过899的话，以这拍摄水平真不值
戴小米AI眼镜生活一天是什么体验？,kui_啊,未知,看博主描述，感觉这拍摄效果还不如我十年前的卡片机
戴小米AI眼镜生活一天是什么体验？,充阿晴的饼,未知,想看看评论里有没有人洗地
戴小米AI眼镜生活一天是什么体验？,小风之家,未知,看来现在眼镜形态的拍摄就是个噱头
戴小米AI眼镜生活一天是什么体验？,海角的西南,未知,光听博主说就很劝退了，不打算入手
戴小米AI眼镜生活一天是什么体验？,与我讲抢,未知,主打的拍摄做成这样，有点失望啊
戴小米AI眼镜生活一天是什么体验？,森林狼晓,未知,这三个缺点加起来，拍摄功能感觉就是个摆设了
戴小米AI眼镜生活一天是什么体验？,西斎,未知,质感太差
戴小米AI眼镜生活一天是什么体验？,芜湖阿巴阿巴阿,未知,拍出来的东西自己都不想看，买了干啥
戴小米AI眼镜生活一天是什么体验？,owolllllllL____,未知,画面晃得我都感觉要晕吐了
